,student_id,age,gender,governmental_grant,programm,total_mark
98,242455,22,female,0,data_analysis,61
99,139356,20,male,0,data_science,93
100,647616,17,female,0,data_analysis,82
101,816790,20,female,1,data_analysis,50
102,837055,20,male,0,data_engineering,54
103,959845,19,male,0,data_engineering,47
104,132381,22,male,0,data_analysis,79
105,738155,18,female,0,data_analysis,81
106,928297,20,male,0,data_engineering,57
107,576764,21,female,0,data_analysis,54
108,920921,19,female,0,data_analysis,94
109,261059,17,male,0,data_science,100
110,878617,18,male,1,data_engineering,51
111,689223,21,male,0,data_analysis,47
112,434198,21,male,0,data_analysis,41
113,479806,17,female,0,data_science,46
114,410109,22,male,0,data_engineering,72
115,379858,17,female,0,data_analysis,82
116,933933,17,male,1,data_analysis,94
117,595490,21,male,0,data_analysis,55
118,479079,22,female,0,data_science,49
119,794858,19,male,0,data_analysis,52
120,143425,21,male,0,data_analysis,74
121,176786,20,male,0,data_engineering,86
122,180929,22,male,0,data_science,100
123,618693,21,male,0,data_science,72
124,997334,21,male,0,data_science,64
125,858942,21,female,1,data_engineering,99
126,555682,20,female,0,data_analysis,68
127,565471,18,female,0,data_science,69
128,968160,21,female,0,data_engineering,79
129,780638,20,female,0,data_analysis,50
130,537233,22,female,0,data_analysis,44
131,320788,17,male,0,data_science,71
132,120709,20,male,0,data_analysis,97
133,650796,19,male,0,data_engineering,74
134,140631,21,male,0,data_science,88
135,453578,19,female,0,data_engineering,56
136,780858,20,male,0,data_analysis,79
137,538939,22,male,0,data_engineering,70
138,193521,20,male,1,data_engineering,45
139,891476,22,male,0,data_science,69
140,897971,20,female,0,data_analysis,68
141,797213,20,male,0,data_engineering,43
142,555651,20,male,0,data_engineering,69
143,927329,18,female,0,data_science,61
144,807302,21,male,0,data_science,94
145,274859,19,female,1,data_analysis,62
146,634725,20,female,0,data_analysis,43
147,432380,19,male,0,data_analysis,46
148,354933,20,male,0,data_science,78
149,382415,20,male,0,data_science,50
150,592787,18,male,0,data_science,66
151,873995,18,male,0,data_engineering,77
152,669252,21,female,1,data_science,52
153,701436,19,male,0,data_engineering,45
154,611423,20,male,0,data_engineering,97
155,949326,17,male,0,data_science,47
156,275202,18,male,0,data_science,88
157,458930,21,male,0,data_analysis,90
158,850730,19,male,1,data_science,65
159,294162,17,male,0,data_engineering,85
160,215288,20,female,0,data_engineering,97
161,813843,20,female,0,data_engineering,99
162,111788,21,male,0,data_science,46
163,646561,21,male,0,data_engineering,46
164,789601,22,female,1,data_science,89
165,436162,19,female,0,data_engineering,78
166,408760,22,female,0,data_science,47
167,186520,21,female,0,data_analysis,97
168,612197,18,male,0,data_engineering,100
169,160401,17,male,0,data_engineering,64
170,356888,17,male,0,data_science,49
171,248271,18,male,0,data_analysis,87
172,645928,22,male,0,data_engineering,87
173,570941,20,male,0,data_analysis,75
174,769620,20,male,0,data_analysis,61
175,804160,19,female,0,data_analysis,70
176,774665,19,female,0,data_science,97
177,992161,20,female,0,data_engineering,66
178,631742,18,female,0,data_analysis,68
179,886161,21,female,0,data_analysis,81
180,597173,17,female,0,data_science,42
181,545452,17,male,0,data_engineering,55
182,537046,19,male,0,data_analysis,91
183,899127,18,female,0,data_science,96
184,739412,18,female,1,data_science,95
185,845200,21,female,0,data_science,45
186,339558,17,female,0,data_analysis,75
187,284186,22,female,0,data_science,98
188,944231,20,female,0,data_analysis,90
189,244933,21,male,0,data_engineering,47
190,761197,21,female,0,data_science,90
191,242151,20,female,0,data_engineering,97
192,215069,22,female,1,data_science,87
193,616683,18,female,0,data_science,99
194,335905,18,male,0,data_science,66
195,765580,22,male,0,data_analysis,65
196,148947,22,male,0,data_engineering,60
197,832716,20,female,0,data_engineering,78
198,559661,19,male,0,data_science,60
199,470364,20,female,0,data_engineering,75
200,158165,18,male,1,data_analysis,81
201,112406,22,female,0,data_science,90
202,678144,21,male,0,data_science,84
203,218684,19,male,0,data_analysis,64
204,708549,19,male,0,data_science,81
205,225891,17,female,0,data_engineering,87
206,883644,18,female,0,data_engineering,74
207,708595,20,male,0,data_science,69
208,168833,19,female,0,data_analysis,45
209,997200,17,female,0,data_engineering,76
210,694663,20,male,0,data_engineering,53
211,152397,19,male,0,data_science,91
212,875198,17,male,0,data_science,47
213,603583,20,female,0,data_science,58
214,187953,20,male,0,data_analysis,71
215,879377,18,male,0,data_analysis,99
216,848636,22,male,1,data_science,54
217,437167,22,female,1,data_analysis,64
218,188264,21,male,0,data_science,78
219,769965,20,female,0,data_engineering,56
220,104488,19,female,0,data_analysis,97
221,431622,22,male,0,data_analysis,87
222,190610,19,female,0,data_science,67
223,187178,17,female,1,data_analysis,48
224,301688,19,male,0,data_engineering,92
225,668160,18,male,0,data_engineering,87
226,636199,20,male,1,data_engineering,79
227,871717,21,female,0,data_science,55
228,416304,22,male,0,data_analysis,86
229,588268,17,male,0,data_analysis,87
230,722569,18,male,0,data_analysis,74
231,589913,18,female,1,data_engineering,88
232,911994,17,male,0,data_science,94
233,101646,19,male,0,data_analysis,91
234,471248,20,female,1,data_analysis,70
235,612835,21,female,0,data_science,61
236,703319,22,male,0,data_science,93
237,748377,19,male,0,data_engineering,64
238,179626,21,male,0,data_engineering,64
239,715558,18,female,0,data_analysis,47
240,772217,19,male,0,data_engineering,64
241,399505,18,male,0,data_engineering,88
242,648434,22,female,0,data_science,83
243,744014,22,male,0,data_engineering,80
244,481461,17,female,0,data_analysis,91
245,387421,20,male,0,data_science,100
246,181517,20,male,0,data_analysis,77
247,707773,18,female,0,data_science,91
248,505429,20,female,0,data_science,61
249,819374,19,male,0,data_science,67
250,126402,18,male,0,data_analysis,41
251,598961,22,male,0,data_analysis,58
252,886295,21,male,0,data_science,77
253,106931,21,male,0,data_engineering,78
254,147326,22,male,0,data_science,47
255,184557,17,male,0,data_analysis,82
256,290972,19,female,0,data_engineering,81
257,187355,21,male,0,data_science,87
258,463547,17,male,0,data_science,95
259,696197,18,male,1,data_analysis,97
260,355977,22,female,0,data_analysis,81
261,173488,19,female,0,data_engineering,46
262,532712,22,female,0,data_analysis,58
263,779613,17,female,0,data_engineering,68
264,176792,20,female,0,data_engineering,59
265,656500,22,male,0,data_science,78
266,483477,17,female,0,data_engineering,74
267,547855,19,male,0,data_science,79
268,449098,19,male,0,data_analysis,59
269,859186,21,male,0,data_science,48
270,308514,20,male,0,data_engineering,41
271,377544,18,female,0,data_analysis,90
272,527647,20,male,0,data_analysis,63
273,970508,21,male,0,data_science,85
274,325000,18,male,0,data_science,84
275,805593,19,female,0,data_science,51
276,453626,21,male,0,data_science,59
277,223814,19,male,0,data_science,88
278,248292,22,male,1,data_engineering,71
279,431303,22,male,0,data_analysis,40
280,449105,21,female,1,data_engineering,98
281,787931,20,female,0,data_analysis,83
282,344380,21,female,0,data_analysis,64
283,305791,18,male,0,data_engineering,78
284,988689,19,male,0,data_engineering,74
285,124026,17,female,0,data_analysis,49
286,117849,20,male,0,data_engineering,89
287,395000,21,male,1,data_engineering,54
288,423739,21,female,0,data_engineering,82
289,407444,17,male,0,data_engineering,90
290,864416,21,male,0,data_science,89
291,760008,18,female,0,data_science,74
292,323146,22,female,0,data_analysis,64
293,260827,17,female,1,data_analysis,95
294,858825,21,female,0,data_analysis,53
295,471719,22,male,0,data_science,43
296,968647,17,female,0,data_science,50
297,594120,22,female,1,data_analysis,86
298,467171,17,male,0,data_engineering,76
299,484873,17,male,0,data_science,71
300,635924,19,male,0,data_analysis,55
301,746660,18,male,1,data_engineering,54
302,389595,17,male,0,data_science,73
303,655897,22,male,0,data_engineering,40
304,537858,21,male,0,data_engineering,50
305,766118,18,male,0,data_science,88
306,603410,20,male,0,data_science,64
307,774653,20,male,0,data_science,62
308,492061,21,male,0,data_engineering,57
309,517661,21,female,0,data_science,91
310,284218,21,male,1,data_science,74
311,880036,19,male,0,data_science,80
312,322324,19,female,0,data_analysis,64
313,937950,17,female,1,data_engineering,40
314,196396,20,male,0,data_engineering,49
315,837320,18,male,0,data_engineering,66
316,444059,22,male,0,data_analysis,72
317,901134,20,female,0,data_analysis,43
318,833008,19,male,0,data_science,90
319,339594,19,male,0,data_engineering,63
320,450286,20,female,0,data_analysis,69
321,346480,19,female,0,data_science,40
322,280898,21,male,0,data_engineering,72
323,468720,20,female,0,data_engineering,95
324,367716,19,male,0,data_engineering,83
325,497710,21,male,0,data_science,67
326,219723,17,male,0,data_engineering,41
327,869039,18,male,0,data_analysis,82
328,580855,18,male,0,data_science,86
329,582285,18,male,0,data_science,78
330,969362,21,male,0,data_science,48
331,377893,18,male,1,data_science,62
332,998295,17,male,0,data_analysis,68
333,666047,19,male,1,data_engineering,89
334,519819,17,female,0,data_science,74
335,166243,18,male,0,data_science,98
336,991095,19,male,0,data_analysis,60
337,770257,17,female,0,data_engineering,100
338,886517,18,male,0,data_analysis,51
339,288605,17,male,0,data_engineering,42
340,741741,21,female,0,data_analysis,48
341,492963,21,female,0,data_science,87
342,585649,20,male,0,data_science,42
343,470637,17,female,0,data_science,93
344,858832,19,male,0,data_engineering,67
345,662156,20,female,1,data_science,100
346,257108,20,male,0,data_science,90
347,935676,18,female,0,data_engineering,94
348,484293,22,female,0,data_analysis,87
349,718495,19,female,0,data_science,88
350,820601,18,female,1,data_analysis,50
351,791815,21,female,0,data_science,98
352,756520,22,male,0,data_science,58
353,400123,19,male,0,data_science,72
354,765811,20,male,0,data_engineering,63
355,596104,17,male,0,data_analysis,57
356,664786,18,female,0,data_science,63
357,925891,19,male,0,data_engineering,81
358,425853,19,male,0,data_analysis,58
359,814868,17,male,0,data_science,71
360,158113,18,female,0,data_analysis,51
361,394415,18,female,1,data_engineering,70
362,421348,19,female,0,data_analysis,83
363,463184,18,female,1,data_science,70
364,349472,19,male,0,data_science,49
365,924343,22,male,1,data_science,62
366,754599,18,male,1,data_science,95
367,699714,21,male,0,data_analysis,87
368,394294,22,male,0,data_science,92
369,364722,20,male,1,data_analysis,47
370,793076,18,male,0,data_engineering,49
371,681777,20,female,0,data_science,62
372,398151,19,female,1,data_science,65
373,178701,21,male,0,data_science,41
374,141028,19,male,0,data_analysis,88
375,251819,20,male,0,data_analysis,79
376,590110,22,female,0,data_science,66
377,478169,18,male,0,data_analysis,64
378,799460,20,female,0,data_analysis,82
379,884329,18,female,0,data_analysis,41
380,781243,18,male,0,data_engineering,63
381,547868,17,female,1,data_science,91
382,103457,19,female,0,data_engineering,75
383,840525,19,male,0,data_engineering,81
384,171514,19,male,0,data_science,87
385,861381,22,male,0,data_science,60
386,286579,21,female,0,data_analysis,70
387,735843,22,male,1,data_engineering,77
388,811439,17,male,0,data_engineering,100
389,689028,17,male,0,data_science,93
390,626903,22,female,0,data_science,49
391,527739,22,male,1,data_analysis,98
392,842106,18,male,0,data_engineering,78
393,724595,22,female,0,data_analysis,77
394,531904,18,male,0,data_engineering,61
395,729434,21,female,0,data_analysis,62
396,988995,20,male,1,data_analysis,71
397,707988,17,male,0,data_engineering,56
398,320656,18,male,1,data_science,48
399,894968,20,female,0,data_science,91
400,133902,17,male,0,data_science,60
401,588454,20,male,1,data_analysis,63
402,127865,18,female,1,data_analysis,73
403,928047,19,female,0,data_science,52
404,757964,21,female,0,data_analysis,72
405,567700,19,male,0,data_analysis,92
406,591988,19,male,0,data_engineering,75
407,861036,20,female,0,data_analysis,81
408,854194,20,female,1,data_analysis,61
409,122739,22,female,0,data_science,73
410,882479,17,female,0,data_science,45
411,239287,22,male,0,data_analysis,61
412,225071,17,male,0,data_engineering,90
413,782564,18,male,0,data_engineering,46
414,892063,19,female,0,data_analysis,92
415,515399,22,female,0,data_analysis,82
416,683584,18,male,0,data_engineering,68
417,350495,21,male,0,data_engineering,48
418,382823,17,male,0,data_analysis,40
419,363641,21,male,0,data_science,46
420,911869,19,female,0,data_analysis,46
421,360933,19,male,0,data_analysis,75
422,763280,18,male,0,data_analysis,71
423,412185,17,male,0,data_analysis,72
424,113121,20,male,0,data_science,43
425,819817,19,female,0,data_analysis,97
426,243700,20,male,0,data_engineering,67
427,225783,20,male,0,data_engineering,84
428,736937,21,female,0,data_engineering,53
429,535205,22,male,0,data_engineering,94
430,984407,22,male,0,data_engineering,45
431,764822,20,male,0,data_analysis,85
432,566603,17,female,0,data_science,87
433,885802,17,female,0,data_analysis,82
434,715773,22,male,0,data_analysis,52
435,332795,22,male,1,data_analysis,73
436,646440,21,female,0,data_science,67
437,711135,17,female,0,data_science,73
438,229775,17,male,0,data_engineering,43
439,155342,17,female,0,data_analysis,95
440,617002,20,male,0,data_engineering,68
441,964336,18,female,0,data_analysis,85
442,506438,20,male,0,data_analysis,93
443,117003,20,female,0,data_analysis,64
444,953227,17,female,0,data_engineering,67
445,602423,19,female,0,data_analysis,59
446,988630,19,female,0,data_analysis,66
447,347986,22,female,0,data_engineering,57
448,320980,20,female,0,data_analysis,83
449,182093,21,male,0,data_analysis,88
450,770667,19,female,0,data_engineering,71
451,580258,20,female,0,data_analysis,68
452,925751,22,male,0,data_engineering,72
453,563266,20,male,0,data_analysis,62
454,618450,19,male,0,data_science,91
455,994759,18,male,0,data_science,86
456,530943,21,male,0,data_analysis,100
457,993615,18,female,0,data_engineering,91
458,189051,17,male,0,data_analysis,58
459,388204,20,male,0,data_engineering,70
460,811237,17,female,0,data_analysis,63
461,746625,22,female,1,data_science,44
462,625389,20,female,0,data_science,64
463,898743,18,female,0,data_analysis,58
464,422894,22,female,0,data_engineering,57
465,250747,17,male,1,data_engineering,79
466,611584,19,male,0,data_science,50
467,642972,18,male,0,data_analysis,100
468,863659,19,male,0,data_engineering,78
469,750295,17,female,0,data_analysis,44
470,623595,22,male,0,data_analysis,64
471,179324,18,male,1,data_engineering,86
472,891547,22,male,0,data_science,99
473,151552,20,male,0,data_engineering,65
474,450475,19,female,0,data_science,85
475,955339,22,female,0,data_engineering,43
476,874505,18,male,0,data_analysis,49
477,814663,22,male,0,data_engineering,93
478,518913,18,male,0,data_science,68
479,851661,19,female,0,data_engineering,78
480,403605,20,female,0,data_analysis,70
481,133675,21,male,0,data_science,61
482,476326,21,female,0,data_engineering,100
483,990082,22,female,0,data_engineering,75
484,604214,19,male,1,data_science,78
485,695469,20,male,0,data_engineering,80
486,334471,18,male,0,data_science,86
487,919465,21,female,0,data_engineering,99
488,983907,20,male,0,data_engineering,92
489,469563,22,male,0,data_engineering,61
490,942417,20,female,0,data_science,64
491,163086,21,male,0,data_science,96
492,568738,21,female,1,data_engineering,66
493,371268,18,female,0,data_science,56
494,303788,18,male,1,data_science,74
495,733788,17,male,0,data_science,100
496,503486,18,male,0,data_analysis,58
497,584250,21,female,0,data_science,76
498,111569,21,male,0,data_analysis,74
499,594880,19,male,0,data_engineering,46
500,611321,18,male,0,data_science,78
501,681291,17,female,0,data_analysis,48
502,917573,20,male,0,data_engineering,86
503,322638,20,male,1,data_analysis,60
504,825231,17,female,1,data_analysis,49
505,539477,22,male,0,data_engineering,48
506,200241,21,male,0,data_analysis,75
507,808464,22,female,0,data_analysis,49
508,895904,18,male,0,data_science,52
509,208745,22,male,0,data_analysis,54
510,331243,17,male,0,data_engineering,73
511,209393,21,female,0,data_engineering,64
512,800723,19,female,0,data_analysis,49
513,878446,21,male,0,data_analysis,79
514,387573,22,male,0,data_science,52
515,163681,17,female,0,data_analysis,82
516,698386,17,female,0,data_science,60
517,272947,17,male,0,data_analysis,59
518,911328,21,male,0,data_engineering,62
519,345684,18,female,0,data_science,43
520,764286,17,male,0,data_analysis,88
521,806573,18,male,0,data_engineering,62
522,982119,18,female,0,data_science,46
523,894442,22,female,0,data_science,97
524,495622,20,male,0,data_engineering,92
525,271131,18,male,0,data_engineering,68
526,616318,21,male,0,data_science,59
527,954081,20,female,0,data_science,50
528,570254,19,female,1,data_analysis,68
529,685260,22,male,0,data_engineering,69
530,873070,21,male,0,data_engineering,99
531,257938,22,female,0,data_science,72
532,301108,18,male,0,data_analysis,68
533,674418,21,female,1,data_analysis,43
534,757659,18,male,0,data_engineering,50
535,248188,19,male,0,data_science,63
536,632159,22,male,0,data_science,68
537,840002,20,female,0,data_analysis,65
538,761678,19,male,0,data_analysis,46
539,744590,21,male,0,data_science,41
540,473425,20,male,1,data_science,57
541,414640,22,male,0,data_engineering,44
542,429461,19,male,0,data_analysis,88
543,148481,20,male,0,data_engineering,79
544,788538,20,male,0,data_engineering,69
545,993282,17,male,1,data_analysis,67
546,377096,20,male,0,data_engineering,40
547,797142,20,female,0,data_analysis,82
548,902256,19,male,0,data_analysis,43
549,503772,18,female,0,data_engineering,40
550,656712,18,male,0,data_analysis,81
551,587602,21,male,0,data_science,92
552,653188,21,male,0,data_analysis,90
553,930526,17,female,0,data_science,61
554,348630,22,male,0,data_engineering,73
555,392892,22,female,0,data_engineering,64
556,300152,18,male,0,data_analysis,67
557,678858,22,female,1,data_science,76
558,372121,20,male,0,data_analysis,67
559,799336,21,female,0,data_engineering,72
560,814626,19,male,0,data_science,85
561,641783,22,male,1,data_engineering,44
562,879715,19,female,0,data_engineering,91
563,349670,19,female,0,data_science,41
564,240779,22,male,0,data_science,40
565,387497,20,female,1,data_science,81
566,476092,17,male,1,data_engineering,45
567,915526,20,female,0,data_engineering,79
568,703531,18,female,1,data_analysis,81
569,981474,21,male,0,data_science,83
570,522541,21,female,0,data_analysis,75
571,999608,17,female,0,data_engineering,66
572,943511,17,male,0,data_science,67
573,517335,21,female,0,data_engineering,52
574,166669,21,male,0,data_engineering,43
575,122932,17,male,0,data_science,43
576,468996,18,male,1,data_analysis,51
577,978756,22,female,0,data_science,56
578,291571,21,male,0,data_analysis,72
579,377726,21,male,0,data_engineering,98
580,491318,18,male,0,data_science,94
581,759897,18,male,0,data_engineering,52
582,429323,17,male,0,data_engineering,63
583,929754,20,male,0,data_engineering,53
584,803137,18,male,0,data_science,73
585,836164,22,female,0,data_analysis,85
586,812609,17,male,1,data_engineering,84
587,982160,20,male,0,data_engineering,44
588,552973,19,male,0,data_science,82
589,510380,17,male,1,data_science,86
590,264679,22,male,0,data_science,91
591,762971,19,male,0,data_analysis,81
592,486524,20,male,0,data_analysis,91
593,321869,20,male,0,data_science,61
594,924690,18,female,0,data_science,100
595,137023,20,male,0,data_engineering,53
596,300990,20,male,0,data_engineering,68
597,463912,21,male,0,data_science,58
598,346809,21,male,0,data_engineering,70
599,366809,17,female,0,data_analysis,72
600,151493,21,female,0,data_science,48
601,846621,17,male,0,data_analysis,69
602,573130,18,female,0,data_science,81
603,267199,19,male,0,data_engineering,100
604,939126,17,male,0,data_science,77
605,724071,20,male,0,data_engineering,58
606,535789,18,male,0,data_science,62
607,248722,19,male,0,data_analysis,74
608,286484,17,male,0,data_engineering,97
609,245947,22,male,0,data_science,62
610,639433,18,male,1,data_analysis,42
611,661083,18,male,0,data_science,79
612,143654,17,male,0,data_analysis,84
613,860983,18,male,0,data_analysis,66
614,198036,17,male,0,data_science,71
615,679218,19,male,0,data_engineering,78
616,828496,22,female,0,data_science,56
617,207920,18,male,0,data_analysis,70
618,193832,20,male,0,data_analysis,42
619,587206,19,male,1,data_science,71
620,958730,22,female,0,data_analysis,88
621,828881,19,male,1,data_engineering,55
622,995500,22,female,0,data_science,57
623,441667,20,male,0,data_science,98
624,585214,22,male,0,data_engineering,68
625,506227,18,female,0,data_analysis,78
626,105949,22,male,0,data_engineering,84
627,846812,18,male,0,data_analysis,52
628,389241,17,male,0,data_science,100
629,973207,20,male,0,data_analysis,68
630,157810,21,male,0,data_engineering,50
631,758092,19,female,0,data_analysis,65
632,425113,20,male,0,data_science,89
633,833996,20,female,1,data_analysis,44
634,184200,19,male,1,data_analysis,54
635,759249,20,male,0,data_engineering,72
636,640146,19,female,1,data_analysis,52
637,876923,21,male,0,data_science,53
638,924054,22,female,0,data_analysis,80
639,980067,18,male,0,data_engineering,59
640,276573,21,female,0,data_analysis,43
641,741958,22,male,0,data_engineering,73
642,396020,18,female,1,data_engineering,73
643,264310,18,male,0,data_analysis,55
644,151980,18,female,0,data_engineering,53
645,856457,22,female,0,data_analysis,82
646,677516,20,male,0,data_science,84
647,534041,21,female,0,data_engineering,43
648,230009,20,female,0,data_science,55
649,892274,22,male,0,data_engineering,56
650,391700,19,male,1,data_science,80
651,794594,21,male,0,data_science,46
652,320595,18,female,0,data_analysis,44
653,458139,20,male,0,data_engineering,79
654,921833,18,male,0,data_science,72
655,482208,18,male,0,data_engineering,84
656,764696,22,female,0,data_science,47
657,660936,17,male,0,data_engineering,53
658,507152,22,female,0,data_analysis,96
659,827070,20,male,0,data_science,88
660,473426,17,male,0,data_analysis,85
661,666893,22,female,0,data_analysis,62
662,237015,17,male,1,data_engineering,72
663,972313,21,male,0,data_engineering,98
664,846853,22,male,0,data_analysis,77
665,578609,22,female,0,data_analysis,69
666,207845,20,male,0,data_analysis,84
667,422725,22,male,0,data_science,47
668,654056,17,female,1,data_science,80
669,706834,17,female,0,data_analysis,42
670,704946,18,female,0,data_science,71
671,952895,18,female,0,data_analysis,72
672,698765,17,female,0,data_analysis,90
673,987115,20,male,0,data_engineering,91
674,744741,22,male,0,data_science,75
675,520642,21,female,0,data_analysis,66
676,991056,17,male,0,data_analysis,40
677,244784,22,male,0,data_engineering,83
678,884435,19,female,0,data_engineering,48
679,988127,21,female,0,data_science,40
680,935979,20,male,0,data_analysis,79
681,418122,18,male,0,data_science,61
682,885574,20,male,1,data_science,45
683,585068,20,male,1,data_analysis,49
684,133798,21,male,1,data_engineering,86
685,626992,18,female,0,data_analysis,48
686,215740,22,female,0,data_engineering,64
687,135171,19,male,1,data_engineering,63
688,922077,19,female,0,data_science,62
689,986873,22,female,0,data_analysis,65
690,909278,22,male,1,data_analysis,82
691,781442,21,male,0,data_science,40
692,767893,21,male,0,data_science,46
693,577397,20,female,0,data_analysis,61
694,308273,21,female,0,data_analysis,70
695,379428,21,male,0,data_engineering,73
696,302322,22,male,0,data_science,51
697,163361,18,female,0,data_science,46
698,385476,20,male,1,data_engineering,44
699,381177,21,female,0,data_engineering,62
700,125611,20,female,0,data_engineering,67
701,253436,19,male,0,data_analysis,86
702,887616,18,male,0,data_engineering,57
703,405119,21,male,0,data_analysis,78
704,445166,19,male,0,data_analysis,97
705,568554,20,male,0,data_engineering,87
706,509779,20,male,0,data_science,67
707,963028,22,female,1,data_analysis,72
708,157889,18,female,0,data_engineering,91
709,337927,18,female,0,data_science,88
710,993100,20,male,0,data_engineering,68
711,821662,20,female,0,data_science,69
712,529614,22,male,1,data_science,96
713,134824,21,male,0,data_science,41
714,726259,18,male,1,data_engineering,85
715,175732,22,male,1,data_science,43
716,172010,17,female,0,data_engineering,52
717,206408,19,female,0,data_science,65
718,655448,22,male,0,data_analysis,44
719,355887,17,male,0,data_engineering,56
720,196586,20,female,0,data_engineering,100
721,313202,20,female,0,data_science,81
722,128532,18,male,0,data_science,51
723,597891,22,female,0,data_engineering,61
724,731589,20,female,0,data_analysis,60
725,863668,22,female,0,data_science,100
726,236672,20,male,0,data_engineering,58
727,750773,21,male,1,data_engineering,54
728,918324,19,male,1,data_analysis,68
729,595736,18,male,0,data_engineering,87
730,794141,20,female,0,data_science,50
731,358998,18,female,0,data_engineering,48
732,299794,20,male,0,data_science,64
733,195789,20,female,0,data_analysis,93
734,632614,18,male,0,data_science,44
735,955670,22,male,0,data_engineering,55
736,970115,19,male,0,data_science,42
737,965131,17,male,1,data_engineering,67
738,160833,19,male,0,data_engineering,70
739,701782,22,male,0,data_engineering,84
740,471421,19,male,0,data_engineering,100
741,790914,19,female,0,data_analysis,62
742,541750,22,female,0,data_analysis,100
743,496748,19,female,0,data_analysis,87
744,515169,20,female,0,data_analysis,61
745,971900,19,male,0,data_analysis,44
746,324738,19,female,0,data_analysis,64
747,706092,17,male,0,data_science,88
748,749264,19,male,0,data_science,73
749,705328,19,male,0,data_engineering,47
750,967788,19,female,0,data_analysis,87
751,198460,21,male,0,data_analysis,72
752,775887,18,female,0,data_analysis,60
753,619154,22,female,0,data_analysis,69
754,646891,21,female,0,data_analysis,93
755,854660,17,female,0,data_science,79
756,224584,21,female,1,data_science,50
757,814007,20,male,0,data_science,64
758,812085,17,male,0,data_engineering,57
759,975828,21,female,0,data_science,72
760,724887,22,male,0,data_science,87
